width_inches,height_inches,inventory_number,object_id,object_type,title,unique_id,artist,img_link,color_tags
40.0,60.0,2119,379406,Work on paper,Red Hot,9073811318,"Dickie, Amie b. 1978",https://api.collectorsystems.com/11184/objects/379406/mainimage,"{'0': '#f8edea', '1': '#b09089', '2': '#452723'}"
71.0,177.0,2121.2,379408,Installation,Mutprobe ( Fliegende Klassenzimmer) / Test of Courage (Flying Classroom),0232690183,"Honert, Martin b. 1953",https://api.collectorsystems.com/11184/objects/379408/mainimage,"{'0': '#44362d', '1': '#eae1da', '2': '#c3b6ad'}"
48.0,72.0,2122,379409,Painting,"Up, Down, Left, Right",6486433097,"Halloran, Lia b. 1977",https://api.collectorsystems.com/11184/objects/379409/mainimage,"{'0': '#eac7e1', '1': '#ede6d5', '2': '#7b5a4c'}"
65.0,120.0,2123,379410,Painting,Todo,5021976662,"Kuitca, Guillermo b. 1961",https://api.collectorsystems.com/11184/objects/379410/mainimage,"{'0': '#66a1f1', '1': '#4a8ceb', '2': '#88bbf6'}"
98.4375,83.4375,2125,379412,Installation,Para acabar,8613645692,"Rosado, MP & MP b. 1971",https://api.collectorsystems.com/11184/objects/379412/mainimage,"{'0': '#cfab82', '1': '#473621', '2': '#e6d7c5'}"
26.25,30.25,2126.ABC,379413,Painting,Clockwork of Oracles - Red,4876559253,"Rondinone, Ugo b. 1963",https://api.collectorsystems.com/11184/objects/379413/mainimage,"{'0': '#cfcbc2', '1': '#fcfcf9', '2': '#b70202'}"
8.25,5.875,2127,379414,Work on paper,Shame series - Row A,7049988551,"Siopis, Penny b. 1953",https://api.collectorsystems.com/11184/objects/379414/mainimage,"{'0': '#e2aea1', '1': '#a0615c', '2': '#ede4d9'}"
43.5,61.4375,2128.24,379415,Work on paper,9 Films,9939644295,"Kentridge, William b. 1955",https://api.collectorsystems.com/11184/objects/379415/mainimage,"{'0': '#21201f', '1': '#797878', '2': '#bab7b9'}"
33.0625,33.0625,2129,379416,Photographs,"In a disused mineshaft, Pomfret, North West Province, December 25, 2002",7417245583,"Goldblatt, David b. 1930",https://api.collectorsystems.com/11184/objects/379416/mainimage,"{'0': '#707680', '1': '#bbbec4', '2': '#212326'}"
18.0,24.0,2182,379419,Work on paper,Two Towers,0172629891,"Copeland, Bjorn b. 1975",https://api.collectorsystems.com/11184/objects/379419/mainimage,"{'0': '#664038', '1': '#bc7c65', '2': '#d8af9e'}"
78.75,70.875,2184.1,379421,Installation,Moving Neon Sculptures,9892362188,"Hein, Jeppe b. 1974",https://api.collectorsystems.com/11184/objects/379421/mainimage,"{'0': '#f8f6f0', '1': '#e4ded0', '2': '#eae6da'}"
98.4375,59.0625,2186,379422,Painting,Mr. & Mrs. Friday,0941952050,"� Wengen, Stefan b. 1964",https://api.collectorsystems.com/11184/objects/379422/mainimage,"{'0': '#f0bebc', '1': '#200403', '2': '#8e6052'}"
9.4375,10.0625,2187,379423,Work on paper,"Drawings from: ""Amateur""   (3 parts)",9971399471,"Hernandez, Diango b. 1970",https://api.collectorsystems.com/11184/objects/379423/mainimage,"{'0': '#fada88', '1': '#734e10', '2': '#bc1207'}"
8.25,12.8125,2188,379424,Work on paper,"Drawings from: ""Amateur"" (4 parts)",6593701320,"Hernandez, Diango b. 1970",https://api.collectorsystems.com/11184/objects/379424/mainimage,"{'0': '#fcf7cc', '1': '#3d2816', '2': '#c4a985'}"
9.4375,12.0,2189,379425,Work on paper,Drawings from: Amateur (2 parts),0456072840,"Hernandez, Diango b. 1970",https://api.collectorsystems.com/11184/objects/379425/mainimage,"{'0': '#68787a', '1': '#17181a', '2': '#c4cfc5'}"
15.375,11.8125,2190,379426,Work on paper,Drawings from: Amateur (3 parts),3367873205,"Hernandez, Diango b. 1970",https://api.collectorsystems.com/11184/objects/379426/mainimage,"{'0': '#ede4b4', '1': '#fdf5c4', '2': '#fefccf'}"
39.75,29.9375,2191,379427,Work on paper,"Untitled from: ""Campaign"" (4 parts)",6400779231,"Hernandez, Diango b. 1970",https://api.collectorsystems.com/11184/objects/379427/mainimage,"{'0': '#fbeba1', '1': '#95824a', '2': '#260c03'}"
30.0,43.0,2244.16,379429,Work on paper,Bushbaby,0466960276,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/379429/mainimage,"{'0': '#3d3a2a', '1': '#848271', '2': '#e7d47f'}"
32.0,72.0,2246.1,379430,Photographs,George,1616424771,"Berkeley, Tanyth b. 1969",https://api.collectorsystems.com/11184/objects/379430/mainimage,"{'0': '#393a3c', '1': '#9e9e9d', '2': '#696a6a'}"
86.625,31.5,2247,379431,Installation,braunmusic,4660763103,"Wohnseifer, Johannes b. 1967",https://api.collectorsystems.com/11184/objects/379431/mainimage,"{'0': '#e8e0d2', '1': '#513e25', '2': '#c9c2ad'}"
24.0,32.0,2249,379433,Painting,In The Town Where I Was Born,9323065860,"Scobel, Jenny b. 1955",https://api.collectorsystems.com/11184/objects/379433/mainimage,"{'0': '#928a82', '1': '#535351', '2': '#c0b9ac'}"
20.0,16.0,2250.7,379434,Photographs,Confections,6083045814,"Core, Sharon b. 1965",https://api.collectorsystems.com/11184/objects/379434/mainimage,"{'0': '#5e4c47', '1': '#dce8ea', '2': '#aca9a7'}"
20.0,16.0,2251.7,379435,Photographs,Four Ice Cream Cones,8831701910,"Core, Sharon b. 1965",https://api.collectorsystems.com/11184/objects/379435/mainimage,"{'0': '#553b29', '1': '#cca05b', '2': '#f5efef'}"
,,2254,379438,Work on paper,Jelly Fish Eyes,1758499100,"Murakami, Takashi b. 1963",https://api.collectorsystems.com/11184/objects/379438/mainimage,"{'0': '#a18668', '1': '#cebcb3', '2': '#f9f8f6'}"
19.0,24.0,2305,379444,Work on paper,Untitled (Ladies 10/20/03),3281565267,"Fisher, Naomi b. 1976",https://api.collectorsystems.com/11184/objects/379444/mainimage,"{'0': '#b77174', '1': '#ddc0c6', '2': '#67101c'}"
47.25,23.625,2307,379446,Photographs,Follow Me,6276209278,"Qingsong, Wang b. 1966",https://api.collectorsystems.com/11184/objects/379446/mainimage,"{'0': '#394762', '1': '#576784', '2': '#262f44'}"
70.875,47.25,2308,379447,Painting,Welcome the World's Famous Brands 4,9417860350,Luo Brothers,https://api.collectorsystems.com/11184/objects/379447/mainimage,"{'0': '#5f5221', '1': '#cda47b', '2': '#b25831'}"
70.875,15.75,2309,379448,Painting,Welcome the World's Famous Brands 8,7958210765,Luo Brothers,https://api.collectorsystems.com/11184/objects/379448/mainimage,"{'0': '#ada092', '1': '#5a331b', '2': '#a6573d'}"
70.875,15.75,2310,379449,Painting,Welcome the World's Famous Brands,9288082082,Luo Brothers,https://api.collectorsystems.com/11184/objects/379449/mainimage,"{'0': '#784c17', '1': '#a1ad96', '2': '#977c3a'}"
47.25,47.25,2340.1,379450,Photographs,"Mali, Portrait VII",7223432815,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379450/mainimage,"{'0': '#ababab', '1': '#0e0e0e', '2': '#505050'}"
47.25,47.25,2341.3,379451,Photographs,"Mali, Portrait VIII",2604890946,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379451/mainimage,"{'0': '#404040', '1': '#e1e1e1', '2': '#838383'}"
47.25,47.25,2342.1,379452,Photographs,"Mali, Portrait XI",5423597985,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379452/mainimage,"{'0': '#646464', '1': '#2d2d2d', '2': '#c9c9c9'}"
47.25,47.25,2343.7,379453,Photographs,"Mali, Portrait XII",0540315854,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379453/mainimage,"{'0': '#040404', '1': '#9f9f9f', '2': '#535353'}"
47.25,47.25,2344.1,379454,Photographs,"Mali, Portrait XV",4597974731,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379454/mainimage,"{'0': '#565656', '1': '#ababab', '2': '#0a0a0a'}"
47.25,47.25,2345.1,379455,Photographs,"Mali, Portrait XXI",5578452863,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379455/mainimage,"{'0': '#515151', '1': '#030303', '2': '#c9c9c9'}"
47.25,47.25,2346.3,379456,Photographs,"Mali, Portrait XXII",2004049861,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379456/mainimage,"{'0': '#0b0b0b', '1': '#565656', '2': '#bebebe'}"
47.25,47.25,2347.1,379457,Photographs,"Mali, Sagaie",1774218428,"Huynh, Jean-Baptiste b. 1966",https://api.collectorsystems.com/11184/objects/379457/mainimage,"{'0': '#6c6c6c', '1': '#181818', '2': '#a9a9a9'}"
72.0,60.0,2349,379459,Installation,Useless Knowledge,9801271773,"Spangler, Aaron b. 1971",https://api.collectorsystems.com/11184/objects/379459/mainimage,"{'0': '#29272e', '1': '#3e3b41', '2': '#f1eeee'}"
12.0,14.0,2350.1,379460,Photographs,Leigh Bowery: Session IV/Look 22,9046416296,"Greer, Fergus",https://api.collectorsystems.com/11184/objects/379460/mainimage,"{'0': '#0a0603', '1': '#503129', '2': '#7e7e77'}"
42.125,32.6875,2533.1,379476,Photographs,Chieko (50),8207531818,"Makino, Tomoaki",https://api.collectorsystems.com/11184/objects/379476/mainimage,"{'0': '#dcd1bf', '1': '#91784f', '2': '#31240f'}"
42.125,32.6875,2536.1,379477,Photographs,Keiko (54),0363249532,"Makino, Tomoaki",https://api.collectorsystems.com/11184/objects/379477/mainimage,"{'0': '#e7d7cc', '1': '#b9947c', '2': '#623d31'}"
42.125,32.6875,2537,379478,Photographs,Mariko (53),0444433454,"Makino, Tomoaki",https://api.collectorsystems.com/11184/objects/379478/mainimage,"{'0': '#f2f2f1', '1': '#aaa39b', '2': '#2f2833'}"
38.0,60.0,2538.5,379479,Photographs,Untitled (The Living Room),7388447887,"Waplington, Nick b. 1970",https://api.collectorsystems.com/11184/objects/379479/mainimage,"{'0': '#96a4a6', '1': '#15130b', '2': '#655841'}"
38.0,60.0,2539.3,379480,Photographs,Untitled (The Living Room),7804877775,"Waplington, Nick b. 1970",https://api.collectorsystems.com/11184/objects/379480/mainimage,"{'0': '#463522', '1': '#927d5e', '2': '#ebe1d5'}"
97.25,18.875,2541.1,379482,Installation,m&m+M=3M,2827599423,"Hess, Nic b. 1968",https://api.collectorsystems.com/11184/objects/379482/mainimage,"{'0': '#9ee39f', '1': '#f5f6f5', '2': '#17b41d'}"
96.4375,68.875,2542,379483,Installation,Le Visage de Vanitas,9125648613,"Hopkins, James b. 1976",https://api.collectorsystems.com/11184/objects/379483/mainimage,"{'0': '#4e3324', '1': '#9b7b66', '2': '#d7c5b9'}"
18.875,14.1875,2543,379484,Work on paper,Black Hole,4232451062,"McDevitt, Paul b. 1972",https://api.collectorsystems.com/11184/objects/379484/mainimage,"{'0': '#f4f3f4', '1': '#c87225', '2': '#3c3021'}"
18.875,15.75,2544,379485,Work on paper,Silver Space Study,8579231846,"McDevitt, Paul b. 1972",https://api.collectorsystems.com/11184/objects/379485/mainimage,"{'0': '#484d50', '1': '#878c90', '2': '#c4cacb'}"
120.0,84.0,2546,379486,Painting,Section Eight,4618347725,"Bradford, Mark b. 1961",https://api.collectorsystems.com/11184/objects/379486/mainimage,"{'0': '#787a7a', '1': '#bab7ad', '2': '#a2a096'}"
20.5,24.5,2548.1,379487,Photographs,The Apprentice,1290003608,"Beshty, Walead b. 1976",https://api.collectorsystems.com/11184/objects/379487/mainimage,"{'0': '#08060a', '1': '#c2c4cb', '2': '#8e7468'}"
20.5,24.5,2549.1,379488,Photographs,The Architect,4969662069,"Beshty, Walead b. 1976",https://api.collectorsystems.com/11184/objects/379488/mainimage,"{'0': '#08080f', '1': '#9f7965', '2': '#dadadd'}"
27.0,2.0,2630,379489,Work on paper,Study for Reflections II,3997646278,"Shaw, Raqib b. 1974",https://api.collectorsystems.com/11184/objects/379489/mainimage,"{'0': '#bfb19f', '1': '#f7f6ee', '2': '#7f7e6f'}"
28.75,22.4375,2635,379490,Photographs,Grotesques 53 & 32,9727728566,"Demand, Thomas b. 1964",https://api.collectorsystems.com/11184/objects/379490/mainimage,"{'0': '#473e49', '1': '#625b61', '2': '#c1bfb1'}"
20.0,16.0,2638,379491,Photographs,Lisbon,6711387421,"Mack, John b. 1976",https://api.collectorsystems.com/11184/objects/379491/mainimage,"{'0': '#aaaaaa', '1': '#1e1e1e', '2': '#5a5a5a'}"
8.5,11.0,2639,379492,Work on paper,Portrait of JS,3356159430,"Sze, Sarah b. 1969",https://api.collectorsystems.com/11184/objects/379492/mainimage,"{'0': '#e5e5e5', '1': '#cccccc', '2': '#fcfcfc'}"
16.125,20.0625,2641.3,379493,Photographs,RAF,7806708825,"Meckseper, Josephine b. 1964",https://api.collectorsystems.com/11184/objects/379493/mainimage,"{'0': '#7e5a4f', '1': '#c5ac9f', '2': '#111221'}"
23.625,15.75,2642.1,379494,Photographs,Canteiros (Conversations and constructions),4951125671,"Neuenschwander, Rivane b. 1967",https://api.collectorsystems.com/11184/objects/379494/mainimage,"{'0': '#dbe2d7', '1': '#70655e', '2': '#aaa79f'}"
32.0,42.0,2644,379496,Painting,Untitled,9261546787,"Zighelboim, Ivette b. 1979",https://api.collectorsystems.com/11184/objects/379496/mainimage,"{'0': '#615140', '1': '#111414', '2': '#a39d8d'}"
47.25,70.875,2722,379497,Photographs,Who is Who,7338168220,"Xiaoyun, Chen b. 1971",https://api.collectorsystems.com/11184/objects/379497/mainimage,"{'0': '#2d333f', '1': '#406297', '2': '#717583'}"
,,2723.2,379498,Installation,The Ones You See and the Ones You Don't,9502837595,"Espinosa, John b. 1966",https://api.collectorsystems.com/11184/objects/379498/mainimage,"{'0': '#5b5045', '1': '#a39aa4', '2': '#422821'}"
44.5,35.0,2724,379499,Work on paper,Untitled (Steeple),5629245489,"Griffin, Rashawn b. 1980",https://api.collectorsystems.com/11184/objects/379499/mainimage,"{'0': '#a6978f', '1': '#614a3b', '2': '#ccbdaf'}"
51.5,54.5,2725.2,379500,Photographs,Petey Wheatstraw: The Devil's Son in Law,7088168433,"Willis Thomas, Hank b. 1976",https://api.collectorsystems.com/11184/objects/379500/mainimage,"{'0': '#c0d9d6', '1': '#7f848e', '2': '#383a3d'}"
18.125,14.9375,2726,379501,Painting,Ye Olde Oak,5684630881,"Moran, Katy b. 1975",https://api.collectorsystems.com/11184/objects/379501/mainimage,"{'0': '#4d4b41', '1': '#c8cdc9', '2': '#969895'}"
12.875,9.875,2727,379502,Work on paper,Ink on Paper,4069092040,"Floyer, Ceal b. 1968",https://api.collectorsystems.com/11184/objects/379502/mainimage,"{'0': '#424d47', '1': '#c7c6bb', '2': '#9fa29a'}"
147.4375,118.125,2731,379505,Work on paper,Prism,2533581209,"Ohno, Satoshi",https://api.collectorsystems.com/11184/objects/379505/mainimage,"{'0': '#857973', '1': '#d3ccbb', '2': '#e5e6ef'}"
17.5,35.25,2733,379506,Installation,Untitled (gun number 32),9538745283,"Alys, Francis b. 1959",https://api.collectorsystems.com/11184/objects/379506/mainimage,"{'0': '#d4d3d5', '1': '#52423d', '2': '#9e9b99'}"
18.0,30.0,2734,379507,Installation,Untitled (gun number 45),4376764570,"Alys, Francis b. 1959",https://api.collectorsystems.com/11184/objects/379507/mainimage,"{'0': '#4e3c29', '1': '#d6d4d5', '2': '#9e9a95'}"
8.625,3.375,2735,379508,Installation,Butzenbrille,9114676100,"Sinsel, Daniel b. 1976",https://api.collectorsystems.com/11184/objects/379508/mainimage,"{'0': '#9f8773', '1': '#58392c', '2': '#dbd8df'}"
9.5,12.0,2798,379513,Installation,Odd Sympathy,0567013580,"Espinosa, John b. 1966",https://api.collectorsystems.com/11184/objects/379513/mainimage,"{'0': '#cccac5', '1': '#fbfbf8', '2': '#e9e5e1'}"
33.0,38.0,2800,379514,Photographs,Lincoln Center Self Portrait,3965515323,"Close, Chuck b. 1940",https://api.collectorsystems.com/11184/objects/379514/mainimage,"{'0': '#695640', '1': '#e7e5e0', '2': '#c09276'}"
19.5,15.0,2802,379516,Photographs,Untitled (girl in bikini),9328373920,"Klein, Aida",https://api.collectorsystems.com/11184/objects/379516/mainimage,"{'0': '#c19c8b', '1': '#8b5f50', '2': '#fdfdf5'}"
19.5,15.0,2804,379517,Photographs,Untitled (three guys in the field,4239886686,"Klein, Aida",https://api.collectorsystems.com/11184/objects/379517/mainimage,"{'0': '#3d5064', '1': '#adbccd', '2': '#f7f6f6'}"
,,2806,379519,Installation,Kamera Nr. 8; Kamera Nr. 23; Kamera Nr. 13; Kamera Nr. 15; Kamera Nr. 26; Kamera Nr. 19,6455836295,"van den Berg, Oliver b. 1967",https://api.collectorsystems.com/11184/objects/379519/mainimage,"{'0': '#794518', '1': '#bc9567', '2': '#e5e4dc'}"
47.25,70.875,2879,379522,Painting,Orange rose looking glass,5727619209,"Baker, Daniel b. 1961",https://api.collectorsystems.com/11184/objects/379522/mainimage,"{'0': '#585749', '1': '#f0e4d8', '2': '#9b968d'}"
19.0,19.0,2880,379523,Installation,Untitled (Walking Book 3),1001997575,"Shellabarger, Stan",https://api.collectorsystems.com/11184/objects/379523/mainimage,"{'0': '#302d2a', '1': '#dfdfe0', '2': '#86807a'}"
40.0,60.0,2881,379524,Photographs,Rockaway (90th Street),4305438470,"Ethridge, Roe b. 1969",https://api.collectorsystems.com/11184/objects/379524/mainimage,"{'0': '#827954', '1': '#e4e2d5', '2': '#2c302f'}"
40.0,54.0,2882,379525,Photographs,Trethiggey Farmhouse,0816499934,"Ethridge, Roe b. 1969",https://api.collectorsystems.com/11184/objects/379525/mainimage,"{'0': '#4c6c7f', '1': '#27424e', '2': '#0d1b25'}"
47.375,72.375,2883,379526,Installation,Good Acts Wanted,6628227381,"Myles, Scott b. 1975",https://api.collectorsystems.com/11184/objects/379526/mainimage,"{'0': '#5b646c', '1': '#a4aaad', '2': '#edeff0'}"
30.0,40.0,2889,379532,Painting,Shirt O,4256270611,"Goldman, Julia b. 1982",https://api.collectorsystems.com/11184/objects/379532/mainimage,"{'0': '#d0c3c3', '1': '#b18084', '2': '#815e60'}"
30.0,40.0,2890,379533,Painting,Shirt 1,7813569166,"Goldman, Julia b. 1982",https://api.collectorsystems.com/11184/objects/379533/mainimage,"{'0': '#345635', '1': '#a2b8b7', '2': '#a7b353'}"
39.375,55.125,2947,379535,Photographs,Road 1; Road 2; Road 3,4770035827,"Shi, Guan",https://api.collectorsystems.com/11184/objects/379535/mainimage,"{'0': '#56534f', '1': '#ccd6e1', '2': '#3a3735'}"
88.375,32.25,2957,379541,Work on paper,ES-2,9195490269,"Caivano, Ernesto b. 1972",https://api.collectorsystems.com/11184/objects/379541/mainimage,"{'0': '#f0ecda', '1': '#e5e1d0', '2': '#f7f4e1'}"
37.75,22.25,2958,379542,Work on paper,CT-2,3620660855,"Caivano, Ernesto b. 1972",https://api.collectorsystems.com/11184/objects/379542/mainimage,"{'0': '#f6f2e6', '1': '#dad4c9', '2': '#978f84'}"
30.5,15.5,2959.23,379543,Work on paper,Kaleiding Petals (Peripheral Drift Illusions),5244050420,"McGinness, Ryan b. 1971",https://api.collectorsystems.com/11184/objects/379543/mainimage,"{'0': '#faf9f5', '1': '#4f422c', '2': '#bbac83'}"
20.0,13.5,3014.137,379546,Work on paper,Climate Shit Drawing 1,6888224251,"Shonibare, Yinka b. 1962",https://api.collectorsystems.com/11184/objects/379546/mainimage,"{'0': '#bd897a', '1': '#edebe7', '2': '#201918'}"
78.0,72.0,3015,379547,Painting,"Untitled ""Siren""",5526581636,"Humphries, Jacqueline b. 1960",https://api.collectorsystems.com/11184/objects/379547/mainimage,"{'0': '#dce0e4', '1': '#a7b6b9', '2': '#1c8970'}"
23.625,17.6875,3060,379551,Work on paper,"Lara 2, Moscow",5444475854,"Westerberg, Cecilia b. 1967",https://api.collectorsystems.com/11184/objects/379551/mainimage,"{'0': '#39241f', '1': '#c1a569', '2': '#e4dfd4'}"
20.5,28.375,3061.2,379552,Photographs,Anette,2964822511,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379552/mainimage,"{'0': '#f5f4f3', '1': '#a8896c', '2': '#e0b8a4'}"
20.5,28.375,3062.2,379553,Photographs,Caroll,5062231885,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379553/mainimage,"{'0': '#a98f81', '1': '#dabca6', '2': '#f8f8f7'}"
20.5,28.375,3063.2,379554,Photographs,Insa,9862727777,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379554/mainimage,"{'0': '#d4b098', '1': '#fefcf7', '2': '#38333e'}"
20.5,28.375,3064.2,379555,Photographs,Konstanze,0485810515,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379555/mainimage,"{'0': '#fdfcfb', '1': '#d7b3a1', '2': '#6a6c73'}"
20.5,28.375,3065.2,379556,Photographs,Marion,2880098968,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379556/mainimage,"{'0': '#d5b49e', '1': '#635d40', '2': '#fefefd'}"
20.5,28.375,3066.2,379557,Photographs,Sabine,7458585825,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379557/mainimage,"{'0': '#faf9f7', '1': '#e5bea9', '2': '#9d7865'}"
20.5,28.375,3067.2,379558,Photographs,Saskia,1872876835,"Peters, Ralf b. 1960",https://api.collectorsystems.com/11184/objects/379558/mainimage,"{'0': '#fefdfd', '1': '#4f463e', '2': '#dcbba7'}"
14.0,11.0,3119.2,379560,Photographs,Sunset,9538913056,"Woo, Ann b. 1975",https://api.collectorsystems.com/11184/objects/379560/mainimage,"{'0': '#b6b8bb', '1': '#f5f5f4', '2': '#d9d6d4'}"
24.0,24.0,3120.4,379561,Installation,AIR,5524882624,Lovett/Codagnone,https://api.collectorsystems.com/11184/objects/379561/mainimage,"{'0': '#968461', '1': '#201b13', '2': '#cbc7ac'}"
14.0,11.0,3125,379566,Photographs,After the Annunciation,6445830640,"Linzy, Kalup b. 1977",https://api.collectorsystems.com/11184/objects/379566/mainimage,"{'0': '#c2c1bd', '1': '#83807d', '2': '#45423f'}"
18.125,16.5625,3172,379567,Work on paper,Adamo ed Eva,7222976723,"Wilkinson, Michael b. 1965",https://api.collectorsystems.com/11184/objects/379567/mainimage,"{'0': '#d5d5d1', '1': '#897c75', '2': '#e4e3e2'}"
48.0,60.0,3173,379568,Painting,Untitled,8118969330,"Smith, Josh b. 1976",https://api.collectorsystems.com/11184/objects/379568/mainimage,"{'0': '#b2bdb4', '1': '#567582', '2': '#353d3c'}"
39.5625,51.375,3221.2,379570,Photographs,"Big Print #1 (Lahala Tweed - Cotton Chevron Fall 1949 Design Dorothy Draper, Courtesy Schumacher & Co.)",5137549527,"Kelm, Annette b. 1975",https://api.collectorsystems.com/11184/objects/379570/mainimage,"{'0': '#826f74', '1': '#332226', '2': '#d7c6ca'}"
22.8125,27.5625,3222.2,379571,Photographs,Untitled (portrait on a ladder),6306306612,"Kelm, Annette b. 1975",https://api.collectorsystems.com/11184/objects/379571/mainimage,"{'0': '#e9e9ee', '1': '#2c3041', '2': '#6f716f'}"
47.0,67.5,3223,379572,Painting,Untitled (NH3508),1463813430,"Hylden, Nathan b. 1978",https://api.collectorsystems.com/11184/objects/379572/mainimage,"{'0': '#cdd1c9', '1': '#d2e88d', '2': '#696c64'}"
